"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image","Answer.implications_2","Approve","Reject"
"36D1BWBEHPFPAICT7KEYRQWET3B2M9","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","33OOO72IVK098FS93CAIE1WI1W8CTY","A1WFBKFKB8F79F","Submitted","Sun Feb 02 21:30:31 PST 2020","Sun Feb 02 21:41:32 PST 2020","Wed Feb 05 21:41:32 PST 2020","","","","661","0% (0/0)","0% (0/0)","0% (0/0)","http://jeffda.com/generational_captions/examples/images/0.jpg","a woman wearing warm clothing at night, standing in front of multiple 10 feet tall sculptures that are glowing different colors. there are other pedestrians around exploring the area. a tall hotel overlooks these sculptures, glowing very brightly and lighting up the night. the floor looks very pristine and has obviosuly been taking very well care of."
"3N3WJQXELU4540U878DJRDHPTYL2L7","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3D8YOU6S9HZZSBYXTQNPXXQAONHU6Q","AY832D29HUURG","Submitted","Sun Feb 02 17:17:49 PST 2020","Sun Feb 02 17:20:11 PST 2020","Wed Feb 05 17:20:11 PST 2020","","","","142","100% (322/322)","0% (0/0)","0% (0/0)","http://jeffda.com/generational_captions/examples/images/1.jpg","There is a woman in a store. She is wearing a black shirt with a white shirt underneath it. They have pink flowers on them. The womans hair is black. The womans pants are also black as well. She is holding a camera. The woman is looking at a rack of clothes. There are two blue sweat shirts in front of two black sweat shirts in front of two grey sweat shirts."
"3DWGDA5POHI1BKO628FB935MSQ8V11","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3KAKFY4PGXHVM1GFG70D7RQFK2C3I7","A9HQ3E0F2AGVO","Submitted","Sun Feb 02 20:30:40 PST 2020","Sun Feb 02 22:21:56 PST 2020","Wed Feb 05 22:21:56 PST 2020","","","","6676","100% (2009/2009)","100% (904/904)","100% (430/430)","http://jeffda.com/generational_captions/examples/images/2.jpg","Eight cans of La Croix are at the back of a refrigerator. In front of them is a white plate of leftover food which is covered in plastic wrap. There's also an open box of baking soda, a jar of jam, a tupperware container, and a jar of Yummi Sauce from Cafe Yummi. The leftovers look like a type of pasta with brown sauce. The flavor of the La Croix Sparkling Water is Pamplemousse."
"3Z33IC0JC20J0PR16LU4O9N5Q2X9VP","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3LEIZ60CDME3WTU5XKP9YZWRG649Z5","A23BWWRR7J5XLS","Submitted","Sun Feb 02 14:13:50 PST 2020","Sun Feb 02 15:11:36 PST 2020","Wed Feb 05 15:11:36 PST 2020","","","","3466","0% (0/0)","0% (0/0)","0% (0/0)","http://jeffda.com/generational_captions/examples/images/3.jpg","A man and woman stop at a hilltop bench overlooking the city.  The are looking at the city below on a nice day. The sun is out and the sky is blue."
"3ZG552ORAOI80562LCFPEMFRKWMV2I","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3DYGAII7PONFAO9LRD2TTWK2G71QPN","A2T007HZK66WM","Submitted","Sun Feb 02 14:13:51 PST 2020","Sun Feb 02 15:08:44 PST 2020","Wed Feb 05 15:08:44 PST 2020","","","","3293","100% (2/2)","0% (0/0)","0% (0/0)","http://jeffda.com/generational_captions/examples/images/4.jpg","A messy dorm room with a small bed is the focus.  a mug sits on some kind of plastic dish on a table with a red lamp on top of a blue cloth with sunflowers on it.  There is a silver and black blanket crumpled up on the bed along with what appears to be a backpack.  The bed itself seems very short and close to the gorund, but there is space underneath it.  There is what looks like a berber carpet floor."
"3YD0MU1NC4FVUI0AGT5OEQIMA287AA","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3URFVVM168X1GLI8VVK0UVJ5TUFZUT","A1VR1XQEQQXYUE","Submitted","Mon Feb 03 06:13:25 PST 2020","Mon Feb 03 08:36:44 PST 2020","Thu Feb 06 08:36:44 PST 2020","","","","8599","100% (2/2)","100% (2/2)","0% (0/0)","http://jeffda.com/generational_captions/examples/images/5.jpg","it is a large open space, with junk tossed about, literally everywhere. its grimy and clustered . dull and old. so many things everywhere. there are tables and chairs and trash everywhere. they yard is horribly littered and unkept. it is very sad to see. trash cans everywhere, yet the trash is not in there, its all over the yard, just everywhere and dirty."
"3J9L0X0VDH0WFER6WVZ0AB6JXBZ9WZ","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","33JKGHPFYF9OMOZGJ5IK8YV26UENMI","A3I9XLIHPPWPN1","Submitted","Mon Feb 03 07:05:39 PST 2020","Mon Feb 03 07:31:58 PST 2020","Thu Feb 06 07:31:58 PST 2020","","","","1579","100% (3045/3045)","100% (2/2)","100% (1/1)","http://jeffda.com/generational_captions/examples/images/6.jpg","There is a small room with two blue curtains separating one side from the other. A mattress is on the floor behind the curtains. A section beside the curtains has fabric around it with shelves inside it. A small wooden bed frame has a mattress covered by a white sheet and a crumpled blanket with black stripes. A pad is vertical against the wall on the side of the mattress and a brown sheet is pinned behind that. A wooden shelf hung on a chain is above the small bed in front of a framed picture of water. The shelf has blankets on it."
"3NSCTNUR211G7EMRS0QRG64QJWD5AT","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3RKNTXVS3PD1YFGL4XDJ0YU2LTTA4J","AZLZA0Q87TJZO","Submitted","Sun Feb 02 17:11:30 PST 2020","Sun Feb 02 17:31:03 PST 2020","Wed Feb 05 17:31:03 PST 2020","","","","1173","100% (738/738)","100% (193/193)","100% (21/21)","http://jeffda.com/generational_captions/examples/images/7.jpg","It's a bright, sunny day in the city. People are sitting in the grass in the park overlooking the city. They seem to be waiting for some type of event to begin. Others are milling around on the concrete pads scattered about. Much of the grass is shaded by large trees of various varieties. The temperature appears to be mild, as there are people wearing long sleeves and others wearing short sleeves."
"3IWA71V4TKUOMVUY8TSASKTOGCWX64","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3Y54SXRO1O05U999P3VI87IO8V2UTB","A1UEX245I12ZH7","Submitted","Sun Feb 02 20:17:30 PST 2020","Sun Feb 02 21:11:01 PST 2020","Wed Feb 05 21:11:01 PST 2020","","","","3211","100% (625/625)","100% (29/29)","100% (3/3)","http://jeffda.com/generational_captions/examples/images/8.jpg","A young woman is paddling her canoe in very calm water. She seems confident in being alone on the water. She is wearing a purple shirt and has long dark brown hair. Her canoe is blue. She may be on a slow moving river or creek. The banks are filled with bushes and tall grasses. Beyond is the forest with tall, old trees. The leaves are green, so it is probably early summer."
"3O71U79SRD3IFHTR1ZT4I89IRX9SM1","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3137ONMDKJKK08QHF3H656HWWDQGEX","ABX5OQLR6UNBC","Submitted","Sun Feb 02 14:13:53 PST 2020","Sun Feb 02 14:24:11 PST 2020","Wed Feb 05 14:24:11 PST 2020","","","","618","100% (2179/2179)","100% (1801/1801)","100% (354/354)","http://jeffda.com/generational_captions/examples/images/9.jpg","A burning yellow house stands alone. Fire can be seen through the upstairs windows. The downstairs windows are dark. An empty porch shades the lower front of the house. Black smoke obscures most of the landscape to the right. The landscape around the house is brown, with dry grass and bushes. Dark mountains line the horizon in the distance. The moon hangs in the blue sky above."
"371Q3BEXDJNIEOSAGOJYQA5R61RZSP","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","37FMASSAYF60PWKSV0FJPAOR8T5BIK","A14IPKOBOPID9H","Submitted","Sun Feb 02 15:59:14 PST 2020","Sun Feb 02 16:08:07 PST 2020","Wed Feb 05 16:08:07 PST 2020","","","","533","100% (129/129)","100% (1/1)","0% (0/0)","http://jeffda.com/generational_captions/examples/images/10.jpg","A young man with black hair and wearing a black hooded sweatshirt with white sleeves smiles as he pretends to pet a brown Jersey cow on its chest.  It isn't a real cow though, it is actually a painted picture of a cow on a rectangular piece of plywood.  Another young man with black hair and wearing a black and green plaid shirt stands nearby smiling."
"33J5JKFMK8C5GF643DZKR9LB9I7Q3U","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3WRFBPLXRD3N02R6DND5CZMW65V3NK","A28AXX4NCWPH1F","Submitted","Mon Feb 03 12:39:00 PST 2020","Mon Feb 03 13:51:04 PST 2020","Thu Feb 06 13:51:04 PST 2020","","","","4324","100% (1/1)","100% (1/1)","100% (1/1)","http://jeffda.com/generational_captions/examples/images/11.jpg","There are three asian people in front of a black rock by the ocean. Two of the people are males, while another is a female. All three of the people are smiling. The female is wearing a bright pink jacket and glasses. The male in the center is wearing glasses and a blue hoodie, while sticking out his tongue. The male on the left is wearing a hooded jacket."
"3YCT0L9OMONOXZERD084VNYIWNJSN1","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3X65QVEQI32LP2K4U38RSAM17IZLCF","A38Z99XF4NDNH0","Submitted","Sun Feb 02 14:15:35 PST 2020","Sun Feb 02 14:19:55 PST 2020","Wed Feb 05 14:19:55 PST 2020","","","","260","100% (1519/1519)","100% (1335/1335)","100% (226/226)","http://jeffda.com/generational_captions/examples/images/12.jpg","A young male teenager is taking a selfie with a younger female teenager in the background sitting on top of and older statue of a whale. They appear to be in the parking lot of a place that likely has to do with animals or possibly an aquarium. The male has short hair and a black jacket and the female is wearing a purple jacket and she has her hair in two braids. It is a cloudy day and there are pine trees behind the parking lot."
"3YKP7CX6G4T0DS52M75K912SSKT7B5","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3VA45EW49Q298KD3RYZZ3V74YQDO19","ABX5OQLR6UNBC","Submitted","Sun Feb 02 14:13:52 PST 2020","Sun Feb 02 14:18:54 PST 2020","Wed Feb 05 14:18:54 PST 2020","","","","302","100% (2179/2179)","100% (1801/1801)","100% (354/354)","http://jeffda.com/generational_captions/examples/images/13.jpg","There are rows of shoe boxes neatly arranged on store shelves. Where the tops of boxes are seen, the Nike logo is visible. Some shelves have Nike shoes displayed on small platforms. At the end of the shelf, a man is sitting down. He has his shoes off and is holding a shoe box. More shoes are displayed behind him. Another man browses a far shelf. Bright lights hang overhead."
"359AP8GAGIYJNXX8071FKL8AA5T7CC","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3YWRV122CVEMWPHLM5KNHBM1UI7U8C","A38Z99XF4NDNH0","Submitted","Sun Feb 02 14:17:27 PST 2020","Sun Feb 02 14:23:27 PST 2020","Wed Feb 05 14:23:27 PST 2020","","","","360","100% (1519/1519)","100% (1335/1335)","100% (226/226)","http://jeffda.com/generational_captions/examples/images/14.jpg","Several people are walking down a pedestrian pathway on a clear and sunny day. The pathway is surrounded by older large buildings on each side. They are in a urban area and the buildings to both the left and right of the pathway are covered in graffiti. There is a male on the left of the path and a female in a dress to the right of him. To the right of the female sits a store called ""Streeters""."
"3NZ1E5QA61FLQORJYEQNBHOW1EY5BO","3OF98WC37GN2582AVRZL3N25AESMST","Write a description for an everyday image","Look at an everyday image and write a description for it. Quick!","image, question, answer, AI","$0.32","Sun Feb 02 14:13:44 PST 2020","1","BatchId:3908950;OriginalHitTemplateId:928390828;","10800","259200","Tue Feb 04 14:13:44 PST 2020","","","3TEM0PF1Q8CIXY1W56HJEWCVPL2D02","A4I69DE7BI20I","Submitted","Sun Feb 02 23:43:52 PST 2020","Mon Feb 03 00:20:35 PST 2020","Thu Feb 06 00:20:35 PST 2020","","","","2203","0% (0/0)","0% (0/0)","0% (0/0)","http://jeffda.com/generational_captions/examples/images/15.jpg","A factory, manufacturing plant or a production plant is an industrial site, usually consisting of buildings and machinery, or more commonly a complex having several buildings, where workers manufacture goods or operate machines processing one product"
